name,time,duration,duration_with_traffic,diff
Vallarta,2019-05-03 14:44:21.352290,6.116666666666666,12.1,5.983333333333333
Juarez,2019-05-03 14:44:21.352290,6.0,10.883333333333333,4.883333333333333
Hidalgo,2019-05-03 14:44:21.352290,5.316666666666666,12.333333333333334,7.0166666666666675
Federalismo,2019-05-03 14:44:21.352290,5.95,13.233333333333333,7.283333333333332
Alcalde,2019-05-03 14:44:21.352290,9.366666666666667,14.266666666666667,4.9
Enrique_Diaz_de_Leon,2019-05-03 14:44:21.352290,8.033333333333333,16.0,7.966666666666667
Lopez_Mateos,2019-05-03 14:44:21.352290,10.65,15.483333333333333,4.833333333333332
Avila_Camacho,2019-05-03 14:44:21.352290,8.0,14.183333333333334,6.183333333333334
Independencia,2019-05-03 14:44:21.352290,17.966666666666665,38.85,20.883333333333336
Lazaro_Cardenas,2019-05-03 14:44:21.352290,6.816666666666666,10.75,3.9333333333333336
